districtid,weekid,dose1,dose2
AR_Lower Siang,8,90,73
AR_Lower Siang,9,60,40
AR_Lower Siang,10,37,120
AR_Lower Siang,11,185,45
AR_Lower Siang,12,188,118
AR_Lower Siang,13,863,42
AR_Lower Siang,14,1222,115
AR_Lower Siang,15,616,41
AR_Lower Siang,16,283,97
AR_Lower Siang,17,290,181
AR_Lower Siang,18,490,1
AR_Lower Siang,19,95,0
AR_Lower Siang,20,530,5
AR_Lower Siang,21,623,12
AR_Lower Siang,22,1142,2
AR_Lower Siang,23,1420,2
AR_Lower Siang,24,1009,117
AR_Lower Siang,25,1433,479
AR_Lower Siang,26,1651,996
AR_Lower Siang,27,824,536
AR_Lower Siang,28,248,674
AR_Lower Siang,29,1090,308
AR_Lower Siang,30,664,348
AR_Lower Subansiri,1,22,0
AR_Lower Subansiri,2,87,0
AR_Lower Subansiri,3,170,0
AR_Lower Subansiri,4,268,79
AR_Lower Subansiri,5,422,276
AR_Lower Subansiri,6,97,7
AR_Lower Subansiri,7,336,160
AR_Lower Subansiri,8,296,173
AR_Lower Subansiri,9,273,192
AR_Lower Subansiri,10,694,94
AR_Lower Subansiri,11,756,144
AR_Lower Subansiri,12,1127,310
AR_Lower Subansiri,13,1050,229
AR_Lower Subansiri,14,695,553
AR_Lower Subansiri,15,1006,522
AR_Lower Subansiri,16,601,899
AR_Lower Subansiri,17,325,419
AR_Lower Subansiri,18,1478,2
AR_Lower Subansiri,19,230,0
AR_Lower Subansiri,20,1593,0
AR_Lower Subansiri,21,1038,4
AR_Lower Subansiri,22,1746,8
AR_Lower Subansiri,23,2135,49
AR_Lower Subansiri,24,2042,239
AR_Lower Subansiri,25,2058,627
AR_Lower Subansiri,26,1351,741
AR_Lower Subansiri,27,1227,794
AR_Lower Subansiri,28,955,596
AR_Lower Subansiri,29,406,263
AR_Lower Subansiri,30,321,771
AR_Namsai,1,141,0
AR_Namsai,2,267,0
AR_Namsai,3,199,0
AR_Namsai,4,115,0
AR_Namsai,5,458,412
AR_Namsai,6,354,153
AR_Namsai,7,575,174
AR_Namsai,8,866,110
AR_Namsai,9,840,159
AR_Namsai,10,589,318
AR_Namsai,11,590,97
AR_Namsai,12,1118,522
AR_Namsai,13,1276,241
AR_Namsai,14,2735,741
AR_Namsai,15,2351,534
AR_Namsai,16,985,677
AR_Namsai,17,1423,374
AR_Namsai,18,1750,2
AR_Namsai,19,666,2
AR_Namsai,20,2087,3
AR_Namsai,21,2082,14
AR_Namsai,22,4471,21
AR_Namsai,23,6664,92
AR_Namsai,24,12648,377
AR_Namsai,25,5373,962
AR_Namsai,26,2379,2105
AR_Namsai,27,1618,1739
AR_Namsai,28,1138,1039
AR_Namsai,29,1207,428
AR_Namsai,30,861,1311
AR_Pakke Kessang,1,3,0
AR_Pakke Kessang,2,161,0
AR_Pakke Kessang,3,47,0
AR_Pakke Kessang,4,37,0
AR_Pakke Kessang,5,17,59
AR_Pakke Kessang,6,118,16
AR_Pakke Kessang,7,127,62
AR_Pakke Kessang,8,195,26
AR_Pakke Kessang,9,186,32
AR_Pakke Kessang,10,268,65
AR_Pakke Kessang,11,216,62
AR_Pakke Kessang,12,344,139
AR_Pakke Kessang,13,381,132
AR_Pakke Kessang,14,458,186
AR_Pakke Kessang,15,456,218
AR_Pakke Kessang,16,280,156
AR_Pakke Kessang,17,284,190
AR_Pakke Kessang,18,399,2
AR_Pakke Kessang,19,75,0
AR_Pakke Kessang,20,305,34
AR_Pakke Kessang,21,174,8
AR_Pakke Kessang,22,290,28
AR_Pakke Kessang,23,300,42
AR_Pakke Kessang,24,299,76
AR_Pakke Kessang,25,499,170
AR_Pakke Kessang,26,435,394
AR_Pakke Kessang,27,277,317
AR_Pakke Kessang,28,380,272
AR_Pakke Kessang,29,411,121
AR_Pakke Kessang,30,246,177
AR_Papum Pare,1,64,0
AR_Papum Pare,2,112,0
AR_Papum Pare,3,155,0
AR_Papum Pare,4,119,0
AR_Papum Pare,5,583,213
AR_Papum Pare,6,409,77
AR_Papum Pare,7,1480,145
AR_Papum Pare,8,336,103
AR_Papum Pare,9,842,363
AR_Papum Pare,10,386,202
AR_Papum Pare,11,339,497
AR_Papum Pare,12,1287,388
AR_Papum Pare,13,1487,540
AR_Papum Pare,14,1168,316
AR_Papum Pare,15,959,456
AR_Papum Pare,16,1079,945
AR_Papum Pare,17,419,268
AR_Papum Pare,18,1445,0
AR_Papum Pare,19,519,3
AR_Papum Pare,20,1370,2
AR_Papum Pare,21,2369,15
AR_Papum Pare,22,2161,4
AR_Papum Pare,23,2297,196
AR_Papum Pare,24,1663,416
AR_Papum Pare,25,1390,658
AR_Papum Pare,26,735,831
AR_Papum Pare,27,945,883
AR_Papum Pare,28,825,696
AR_Papum Pare,29,412,701
AR_Papum Pare,30,890,808
AR_Shi Yomi,1,52,0
AR_Shi Yomi,2,96,0
AR_Shi Yomi,3,52,0
AR_Shi Yomi,4,2,0
AR_Shi Yomi,5,103,112
AR_Shi Yomi,6,19,41
AR_Shi Yomi,7,29,72
AR_Shi Yomi,8,155,25
AR_Shi Yomi,9,147,25
AR_Shi Yomi,10,55,7
AR_Shi Yomi,11,461,51
AR_Shi Yomi,12,371,157
AR_Shi Yomi,13,195,177
AR_Shi Yomi,14,156,80
AR_Shi Yomi,15,85,275
AR_Shi Yomi,16,268,378
AR_Shi Yomi,17,67,27
AR_Shi Yomi,18,229,1
AR_Shi Yomi,19,107,4
AR_Shi Yomi,20,19,2
AR_Shi Yomi,21,292,1
AR_Shi Yomi,22,164,1
AR_Shi Yomi,23,1585,5
AR_Shi Yomi,24,831,16
AR_Shi Yomi,25,283,114
AR_Shi Yomi,26,179,111
AR_Shi Yomi,27,115,126
AR_Shi Yomi,28,205,195
AR_Shi Yomi,29,284,97
AR_Shi Yomi,30,113,198
AR_Siang,1,142,0
AR_Siang,2,65,0
AR_Siang,3,16,0
AR_Siang,4,40,0
AR_Siang,5,0,0
AR_Siang,6,23,149
AR_Siang,7,214,30
AR_Siang,8,146,13
AR_Siang,9,135,12
AR_Siang,10,709,16
AR_Siang,11,630,40
AR_Siang,12,997,136
AR_Siang,13,344,58
AR_Siang,14,394,171
AR_Siang,15,439,228
AR_Siang,16,297,283
AR_Siang,17,79,438
AR_Siang,18,504,0
AR_Siang,19,190,0
AR_Siang,20,367,3
AR_Siang,21,43,0
AR_Siang,22,505,24
AR_Siang,23,2458,229
AR_Siang,24,1330,736
AR_Siang,25,1335,409
AR_Siang,26,1198,294
AR_Siang,27,465,264
AR_Siang,28,300,352
AR_Siang,29,372,93
AR_Siang,30,140,295
AR_Tawang,1,168,0
AR_Tawang,2,335,0
AR_Tawang,3,78,0
AR_Tawang,4,195,0
AR_Tawang,5,270,134
AR_Tawang,6,453,91
AR_Tawang,7,814,397
AR_Tawang,8,702,209
AR_Tawang,9,398,120
AR_Tawang,10,311,181
AR_Tawang,11,475,56
AR_Tawang,12,1507,675
AR_Tawang,13,754,250
AR_Tawang,14,1098,595
AR_Tawang,15,1012,390
AR_Tawang,16,597,632
AR_Tawang,17,475,502
AR_Tawang,18,1044,5
AR_Tawang,19,595,2
AR_Tawang,20,918,3
AR_Tawang,21,2915,12
AR_Tawang,22,2940,37
AR_Tawang,23,3811,82
AR_Tawang,24,1972,568
AR_Tawang,25,1000,638
AR_Tawang,26,442,1058
AR_Tawang,27,526,820
AR_Tawang,28,290,509
AR_Tawang,29,1013,398
AR_Tawang,30,552,802
AR_Tirap,1,172,0
AR_Tirap,2,135,0
AR_Tirap,3,129,0
AR_Tirap,4,198,0
AR_Tirap,5,347,95
AR_Tirap,6,521,213
AR_Tirap,7,548,81
AR_Tirap,8,367,142
AR_Tirap,9,485,267
AR_Tirap,10,106,214
AR_Tirap,11,55,266
AR_Tirap,12,242,302
AR_Tirap,13,446,119
AR_Tirap,14,494,168
AR_Tirap,15,721,281
AR_Tirap,16,400,314
AR_Tirap,17,328,76
AR_Tirap,18,935,6
AR_Tirap,19,350,3
AR_Tirap,20,747,8
AR_Tirap,21,2567,41
AR_Tirap,22,3198,40
AR_Tirap,23,2305,25
AR_Tirap,24,3357,153
AR_Tirap,25,5173,471
AR_Tirap,26,2487,490
AR_Tirap,27,878,637
AR_Tirap,28,469,394
AR_Tirap,29,511,250
AR_Tirap,30,344,577
AR_Upper Dibang Valley,1,12,0
AR_Upper Dibang Valley,2,53,0
AR_Upper Dibang Valley,3,7,0
AR_Upper Dibang Valley,4,86,0
AR_Upper Dibang Valley,5,183,76
AR_Upper Dibang Valley,6,70,52
AR_Upper Dibang Valley,7,1,1
AR_Upper Dibang Valley,8,257,20
AR_Upper Dibang Valley,9,289,117
AR_Upper Dibang Valley,10,98,54
AR_Upper Dibang Valley,11,118,13
AR_Upper Dibang Valley,12,14,2
AR_Upper Dibang Valley,13,96,165
AR_Upper Dibang Valley,14,91,131
AR_Upper Dibang Valley,15,29,64
AR_Upper Dibang Valley,16,146,119
AR_Upper Dibang Valley,17,61,62
AR_Upper Dibang Valley,18,122,0
AR_Upper Dibang Valley,19,30,1
AR_Upper Dibang Valley,20,157,0
AR_Upper Dibang Valley,21,105,10
AR_Upper Dibang Valley,22,301,2
AR_Upper Dibang Valley,23,556,31
AR_Upper Dibang Valley,24,201,38
AR_Upper Dibang Valley,25,199,55
AR_Upper Dibang Valley,26,257,43
AR_Upper Dibang Valley,27,27,31
AR_Upper Dibang Valley,28,253,55
AR_Upper Dibang Valley,29,46,42
AR_Upper Dibang Valley,30,50,50
AR_Upper Siang,1,1,0
AR_Upper Siang,2,122,0
AR_Upper Siang,3,210,0
AR_Upper Siang,4,190,94
AR_Upper Siang,5,26,33
AR_Upper Siang,6,53,49
AR_Upper Siang,7,246,106
AR_Upper Siang,8,127,193
AR_Upper Siang,9,366,46
AR_Upper Siang,10,344,63
AR_Upper Siang,11,712,58
AR_Upper Siang,12,1211,218
AR_Upper Siang,13,1228,44
AR_Upper Siang,14,907,438
AR_Upper Siang,15,249,173
AR_Upper Siang,16,714,824
AR_Upper Siang,17,286,325
AR_Upper Siang,18,650,0
AR_Upper Siang,19,174,5
AR_Upper Siang,20,364,4
AR_Upper Siang,21,1012,4
AR_Upper Siang,22,783,4
AR_Upper Siang,23,1894,63
AR_Upper Siang,24,1012,343
AR_Upper Siang,25,1183,732
AR_Upper Siang,26,1319,902
AR_Upper Siang,27,969,456
AR_Upper Siang,28,467,549
AR_Upper Siang,29,318,289
AR_Upper Siang,30,332,343
AR_Upper Subansiri,1,141,0
AR_Upper Subansiri,2,83,0
AR_Upper Subansiri,3,4,0
AR_Upper Subansiri,4,12,0
AR_Upper Subansiri,5,30,30
AR_Upper Subansiri,6,79,75
AR_Upper Subansiri,7,144,27
AR_Upper Subansiri,8,275,10
AR_Upper Subansiri,9,242,0
AR_Upper Subansiri,10,242,50
AR_Upper Subansiri,11,331,9
AR_Upper Subansiri,12,949,235
AR_Upper Subansiri,13,1474,353
AR_Upper Subansiri,14,1439,611
AR_Upper Subansiri,15,1100,285
AR_Upper Subansiri,16,1562,848
AR_Upper Subansiri,17,681,545
AR_Upper Subansiri,18,1594,10
AR_Upper Subansiri,19,918,8
AR_Upper Subansiri,20,767,3
AR_Upper Subansiri,21,1709,31
AR_Upper Subansiri,22,771,19
AR_Upper Subansiri,23,849,30
AR_Upper Subansiri,24,599,21
AR_Upper Subansiri,25,1497,353
AR_Upper Subansiri,26,1335,992
AR_Upper Subansiri,27,1112,696
AR_Upper Subansiri,28,1357,713
AR_Upper Subansiri,29,1139,396
AR_Upper Subansiri,30,664,917
AR_West Kameng,1,214,0
AR_West Kameng,2,222,0
AR_West Kameng,3,158,0
AR_West Kameng,4,85,0
AR_West Kameng,5,934,373
AR_West Kameng,6,867,326
AR_West Kameng,7,2231,116
AR_West Kameng,8,1294,81
AR_West Kameng,9,1100,493
AR_West Kameng,10,823,612
AR_West Kameng,11,111,107
AR_West Kameng,12,1849,803
AR_West Kameng,13,2221,904
AR_West Kameng,14,1461,967
AR_West Kameng,15,1047,502
AR_West Kameng,16,717,838
AR_West Kameng,17,575,557
AR_West Kameng,18,1330,7
AR_West Kameng,19,861,19
AR_West Kameng,20,676,40
AR_West Kameng,21,3783,23
AR_West Kameng,22,2164,70
AR_West Kameng,23,6796,127
AR_West Kameng,24,4216,452
AR_West Kameng,25,3833,1848
AR_West Kameng,26,3398,1299
AR_West Kameng,27,3100,1098
AR_West Kameng,28,1056,605
AR_West Kameng,29,1491,682
AR_West Kameng,30,1266,734
AR_West Siang,1,83,0
AR_West Siang,2,553,0
AR_West Siang,3,129,0
AR_West Siang,4,239,72
AR_West Siang,5,339,241
AR_West Siang,6,441,266
AR_West Siang,7,601,248
AR_West Siang,8,559,151
AR_West Siang,9,810,164
AR_West Siang,10,931,203
AR_West Siang,11,441,137
AR_West Siang,12,1930,315
AR_West Siang,13,2021,667
AR_West Siang,14,1694,392
AR_West Siang,15,941,604
AR_West Siang,16,347,277
AR_West Siang,17,291,374
AR_West Siang,18,929,7
AR_West Siang,19,145,7
AR_West Siang,20,1243,18
AR_West Siang,21,1347,9
AR_West Siang,22,3693,51
AR_West Siang,23,4560,168
AR_West Siang,24,2722,1383
AR_West Siang,25,1657,1604
AR_West Siang,26,1796,2109
AR_West Siang,27,692,1176
AR_West Siang,28,414,670
AR_West Siang,29,504,285
AR_West Siang,30,593,718
AS_Baksa,1,94,0
AS_Baksa,2,537,0
AS_Baksa,3,849,0
AS_Baksa,4,563,48
AS_Baksa,5,722,111
AS_Baksa,6,761,181
AS_Baksa,7,1756,455
AS_Baksa,8,1764,421
AS_Baksa,9,1727,438
AS_Baksa,10,9222,638
AS_Baksa,11,3160,1035
AS_Baksa,12,4814,1126
AS_Baksa,13,1566,575
AS_Baksa,14,6173,1897
AS_Baksa,15,5128,1924
AS_Baksa,16,8027,2447
AS_Baksa,17,5344,1151
AS_Baksa,18,4233,153
AS_Baksa,19,5301,547
AS_Baksa,20,2836,105
AS_Baksa,21,5219,1614
AS_Baksa,22,6279,2724
AS_Baksa,23,29298,3075
AS_Baksa,24,16231,2859
AS_Baksa,25,4414,675
AS_Baksa,26,7176,4371
AS_Baksa,27,11017,1423
AS_Baksa,28,21084,4193
AS_Baksa,29,53832,5530
AS_Baksa,30,44684,3602
AS_Barpeta,1,155,0
AS_Barpeta,2,1048,0
AS_Barpeta,3,1833,0
AS_Barpeta,4,986,44
AS_Barpeta,5,1551,347
AS_Barpeta,6,2266,613
AS_Barpeta,7,3400,1018
AS_Barpeta,8,5741,848
AS_Barpeta,9,5586,804
AS_Barpeta,10,21853,1715
AS_Barpeta,11,8434,495
AS_Barpeta,12,9428,3096
AS_Barpeta,13,8136,2953
AS_Barpeta,14,24597,9392
AS_Barpeta,15,22823,9635
AS_Barpeta,16,11914,3900
AS_Barpeta,17,6653,426
AS_Barpeta,18,9576,22748
AS_Barpeta,19,10490,8761
AS_Barpeta,20,4304,55
AS_Barpeta,21,6690,17612
AS_Barpeta,22,8386,13169
AS_Barpeta,23,58285,9300
AS_Barpeta,24,25678,8512
AS_Barpeta,25,5236,2688
AS_Barpeta,26,35956,962
AS_Barpeta,27,11470,470
AS_Barpeta,28,36485,1655
AS_Barpeta,29,86308,3220
AS_Barpeta,30,68270,8833
AS_Biswanath,1,134,0
AS_Biswanath,2,654,0
AS_Biswanath,3,928,0
AS_Biswanath,4,254,30
AS_Biswanath,5,439,30
AS_Biswanath,6,261,578
AS_Biswanath,7,4059,439
AS_Biswanath,8,1936,449
AS_Biswanath,9,1712,222
AS_Biswanath,10,6582,235
AS_Biswanath,11,2215,924
AS_Biswanath,12,2350,1406
AS_Biswanath,13,519,919
AS_Biswanath,14,6354,3018
AS_Biswanath,15,10654,3390
AS_Biswanath,16,9424,1401
AS_Biswanath,17,6854,1741
AS_Biswanath,18,4645,129
AS_Biswanath,19,11561,714
AS_Biswanath,20,5328,571
AS_Biswanath,21,6281,2204
AS_Biswanath,22,10116,2436
AS_Biswanath,23,36743,956
AS_Biswanath,24,15561,927
AS_Biswanath,25,22813,897
AS_Biswanath,26,25479,5095
AS_Biswanath,27,48558,6898
AS_Biswanath,28,29279,4590
AS_Biswanath,29,41513,4435
AS_Biswanath,30,28842,6292
AS_Bongaigaon,1,70,0
AS_Bongaigaon,2,644,0
AS_Bongaigaon,3,833,0
AS_Bongaigaon,4,729,96
AS_Bongaigaon,5,191,215
AS_Bongaigaon,6,731,487
AS_Bongaigaon,7,8182,338
AS_Bongaigaon,8,4658,656
AS_Bongaigaon,9,1858,244
AS_Bongaigaon,10,11953,641
AS_Bongaigaon,11,3636,2566
AS_Bongaigaon,12,2171,2745
AS_Bongaigaon,13,427,931
AS_Bongaigaon,14,4770,3743
AS_Bongaigaon,15,11020,6167
AS_Bongaigaon,16,5478,1452
AS_Bongaigaon,17,8732,2318
AS_Bongaigaon,18,6301,198
AS_Bongaigaon,19,7812,553
AS_Bongaigaon,20,3063,236
AS_Bongaigaon,21,4984,513
AS_Bongaigaon,22,8876,3698
AS_Bongaigaon,23,32899,3200
AS_Bongaigaon,24,17563,1645
AS_Bongaigaon,25,4895,592
AS_Bongaigaon,26,12568,4148
AS_Bongaigaon,27,7352,2623
AS_Bongaigaon,28,20450,6455
AS_Bongaigaon,29,36294,4433
AS_Bongaigaon,30,40445,6214
AS_Cachar,1,108,0
AS_Cachar,2,768,0
AS_Cachar,3,2092,0
AS_Cachar,4,4135,81
AS_Cachar,5,815,167
AS_Cachar,6,4892,635
AS_Cachar,7,4610,800
AS_Cachar,8,5606,2617
AS_Cachar,9,3456,1128
AS_Cachar,10,12304,2565
AS_Cachar,11,1841,92
AS_Cachar,12,6574,4164
AS_Cachar,13,4600,2982
AS_Cachar,14,14011,3574
AS_Cachar,15,17142,4246
AS_Cachar,16,15372,4603
AS_Cachar,17,6757,2999
AS_Cachar,18,11303,764
AS_Cachar,19,12710,3967
AS_Cachar,20,16264,704
AS_Cachar,21,55358,734
AS_Cachar,22,30577,6005
AS_Cachar,23,79188,7010
AS_Cachar,24,33455,5662
AS_Cachar,25,9337,2475
AS_Cachar,26,20434,6217
AS_Cachar,27,11298,8761
AS_Cachar,28,17070,8283
AS_Cachar,29,35250,9188
AS_Cachar,30,51701,10691
AS_Charaideo,1,30,0
AS_Charaideo,2,703,0
AS_Charaideo,3,424,0
AS_Charaideo,4,273,56
AS_Charaideo,5,269,157
AS_Charaideo,6,79,499
AS_Charaideo,7,753,348
AS_Charaideo,8,1597,180
AS_Charaideo,9,1475,136
AS_Charaideo,10,3166,141
AS_Charaideo,11,2643,611
AS_Charaideo,12,3933,943
AS_Charaideo,13,1361,431
AS_Charaideo,14,3551,1207
AS_Charaideo,15,6448,2186
AS_Charaideo,16,5700,1473
AS_Charaideo,17,3121,853
AS_Charaideo,18,2588,1
AS_Charaideo,19,7161,194
AS_Charaideo,20,4343,18
AS_Charaideo,21,2547,140
AS_Charaideo,22,4467,2620
AS_Charaideo,23,20623,1231
AS_Charaideo,24,12776,1318
AS_Charaideo,25,1238,764
AS_Charaideo,26,9163,3332
AS_Charaideo,27,21816,4460
AS_Charaideo,28,33204,3596
AS_Charaideo,29,20244,1610
AS_Charaideo,30,24165,3179
AS_Chirang,1,43,0
AS_Chirang,2,433,0
AS_Chirang,3,431,0
AS_Chirang,4,277,24
AS_Chirang,5,672,206
AS_Chirang,6,2070,319
AS_Chirang,7,3437,345
AS_Chirang,8,1449,279
AS_Chirang,9,887,302
AS_Chirang,10,2808,1766
AS_Chirang,11,519,407
AS_Chirang,12,1129,1609
AS_Chirang,13,324,790
AS_Chirang,14,3770,2013
AS_Chirang,15,5368,1914
AS_Chirang,16,5861,1219
AS_Chirang,17,3835,567
AS_Chirang,18,4139,301
AS_Chirang,19,2738,351
AS_Chirang,20,1362,95
AS_Chirang,21,4420,1761
AS_Chirang,22,2856,2249
AS_Chirang,23,20799,1816
AS_Chirang,24,12382,1489
AS_Chirang,25,2582,391
AS_Chirang,26,10766,1764
AS_Chirang,27,6640,1441
AS_Chirang,28,8594,3181
AS_Chirang,29,24454,3107
AS_Chirang,30,16258,3045
AS_Darrang,1,28,0
AS_Darrang,2,719,0
AS_Darrang,3,1660,0
AS_Darrang,4,788,51
AS_Darrang,5,1798,244
AS_Darrang,6,951,539
AS_Darrang,7,7418,793
AS_Darrang,8,4088,604
AS_Darrang,9,3565,768
AS_Darrang,10,9750,1246
AS_Darrang,11,708,281
AS_Darrang,12,2428,2892
AS_Darrang,13,449,912
AS_Darrang,14,5600,4245
AS_Darrang,15,13592,4754
AS_Darrang,16,9527,1582
AS_Darrang,17,8773,2432
AS_Darrang,18,7697,323
AS_Darrang,19,10781,999
AS_Darrang,20,4196,575
AS_Darrang,21,6447,80
AS_Darrang,22,10119,3703
AS_Darrang,23,32102,2127
AS_Darrang,24,17794,1751
AS_Darrang,25,2530,755
AS_Darrang,26,16124,3322
AS_Darrang,27,7631,3375
AS_Darrang,28,17230,6585
AS_Darrang,29,35906,6208
AS_Darrang,30,40326,6317
AS_Dhemaji,1,67,0
AS_Dhemaji,2,1023,0
AS_Dhemaji,3,1468,0
AS_Dhemaji,4,533,62
AS_Dhemaji,5,601,265
AS_Dhemaji,6,807,382
AS_Dhemaji,7,4253,523
AS_Dhemaji,8,1567,577
AS_Dhemaji,9,856,372
AS_Dhemaji,10,8368,633
AS_Dhemaji,11,5295,1292
AS_Dhemaji,12,6844,1294
AS_Dhemaji,13,759,405
AS_Dhemaji,14,9873,2329
AS_Dhemaji,15,13143,3090
AS_Dhemaji,16,5437,3079
AS_Dhemaji,17,6117,3106
AS_Dhemaji,18,7750,400
AS_Dhemaji,19,7128,798
AS_Dhemaji,20,4047,110
AS_Dhemaji,21,4605,1553
AS_Dhemaji,22,11559,2493
AS_Dhemaji,23,38719,2236
AS_Dhemaji,24,17245,1799
AS_Dhemaji,25,3768,348
AS_Dhemaji,26,24879,6024
AS_Dhemaji,27,11065,4771
AS_Dhemaji,28,13681,5486
AS_Dhemaji,29,30912,4308
AS_Dhemaji,30,36853,8720
AS_Dhubri,1,53,0
AS_Dhubri,2,1070,0
AS_Dhubri,3,1183,0
AS_Dhubri,4,857,103
AS_Dhubri,5,1398,293
AS_Dhubri,6,2080,689
AS_Dhubri,7,9441,814
AS_Dhubri,8,3587,873
AS_Dhubri,9,2014,701
AS_Dhubri,10,22114,1671
AS_Dhubri,11,3559,1195
AS_Dhubri,12,5729,3077
AS_Dhubri,13,931,1217
AS_Dhubri,14,4920,3835
AS_Dhubri,15,8448,5898
AS_Dhubri,16,11302,5839
AS_Dhubri,17,5656,2252
AS_Dhubri,18,5475,97
AS_Dhubri,19,6011,283
AS_Dhubri,20,2188,442
AS_Dhubri,21,5099,437
AS_Dhubri,22,5327,4064
AS_Dhubri,23,53209,4667
AS_Dhubri,24,27500,2498
AS_Dhubri,25,11345,1162
AS_Dhubri,26,7338,8440
AS_Dhubri,27,12172,4833
AS_Dhubri,28,13417,6856
AS_Dhubri,29,58608,7621
AS_Dhubri,30,36602,3919
AS_Dibrugarh,1,184,0
AS_Dibrugarh,2,1867,0
AS_Dibrugarh,3,4123,0
AS_Dibrugarh,4,2036,91
AS_Dibrugarh,5,1419,455
AS_Dibrugarh,6,2086,1563
AS_Dibrugarh,7,7154,2622
AS_Dibrugarh,8,5505,2098
AS_Dibrugarh,9,4166,944
AS_Dibrugarh,10,13871,1321
AS_Dibrugarh,11,11688,3209
AS_Dibrugarh,12,11847,4217
AS_Dibrugarh,13,2342,2135
AS_Dibrugarh,14,15790,4640
AS_Dibrugarh,15,22209,4120
AS_Dibrugarh,16,21444,4933
AS_Dibrugarh,17,15693,3252
AS_Dibrugarh,18,22940,324
AS_Dibrugarh,19,15254,2109
AS_Dibrugarh,20,14336,149
AS_Dibrugarh,21,28480,2713
AS_Dibrugarh,22,31311,5495
AS_Dibrugarh,23,74645,9385
AS_Dibrugarh,24,24891,11742
AS_Dibrugarh,25,9872,7201
AS_Dibrugarh,26,14379,8445
AS_Dibrugarh,27,36887,14400
AS_Dibrugarh,28,25847,10995
AS_Dibrugarh,29,60741,13971
AS_Dibrugarh,30,53425,15987
AS_Dima Hasao,1,37,0
AS_Dima Hasao,2,236,0
AS_Dima Hasao,3,441,0
AS_Dima Hasao,4,338,75
AS_Dima Hasao,5,537,166
AS_Dima Hasao,6,1125,61
AS_Dima Hasao,7,1751,339
AS_Dima Hasao,8,1866,178
AS_Dima Hasao,9,402,167
AS_Dima Hasao,10,2292,724
AS_Dima Hasao,11,340,182
AS_Dima Hasao,12,2888,1152
AS_Dima Hasao,13,325,448
AS_Dima Hasao,14,3387,1153
AS_Dima Hasao,15,3605,764
AS_Dima Hasao,16,3374,1600
AS_Dima Hasao,17,2006,737
AS_Dima Hasao,18,2177,375
AS_Dima Hasao,19,2441,722
AS_Dima Hasao,20,180,94
AS_Dima Hasao,21,1558,952
AS_Dima Hasao,22,4408,1092
AS_Dima Hasao,23,15736,574
AS_Dima Hasao,24,9362,1469
AS_Dima Hasao,25,2966,514
AS_Dima Hasao,26,6337,1990
AS_Dima Hasao,27,3609,1676
AS_Dima Hasao,28,3050,1465
AS_Dima Hasao,29,3077,1243
AS_Dima Hasao,30,2071,1713
AS_Goalpara,1,104,0
AS_Goalpara,2,1280,0
AS_Goalpara,3,2161,0
AS_Goalpara,4,1322,105
AS_Goalpara,5,716,295
AS_Goalpara,6,766,958
AS_Goalpara,7,4484,983
AS_Goalpara,8,3504,684
AS_Goalpara,9,1556,757
AS_Goalpara,10,10841,517
AS_Goalpara,11,3217,786
AS_Goalpara,12,3286,1917
AS_Goalpara,13,1151,941
AS_Goalpara,14,6465,3721
AS_Goalpara,15,8873,3225
AS_Goalpara,16,7906,2957
AS_Goalpara,17,6948,1659
AS_Goalpara,18,10004,326
AS_Goalpara,19,7284,871
AS_Goalpara,20,1385,905
AS_Goalpara,21,1555,298
AS_Goalpara,22,4649,2522
AS_Goalpara,23,43135,3054
AS_Goalpara,24,19705,1150
AS_Goalpara,25,4884,364
AS_Goalpara,26,16359,2884
AS_Goalpara,27,12648,3860
AS_Goalpara,28,19682,5632
AS_Goalpara,29,47850,6273
AS_Goalpara,30,39653,5906
AS_Golaghat,1,116,0
AS_Golaghat,2,893,0
AS_Golaghat,3,1530,0
AS_Golaghat,4,1346,80
AS_Golaghat,5,721,236
AS_Golaghat,6,916,743
AS_Golaghat,7,6308,769
AS_Golaghat,8,4002,865
AS_Golaghat,9,2358,595
AS_Golaghat,10,7985,735
AS_Golaghat,11,7810,1683
AS_Golaghat,12,7230,2978
AS_Golaghat,13,330,589
AS_Golaghat,14,7888,4609
AS_Golaghat,15,18144,5287
AS_Golaghat,16,6631,1656
AS_Golaghat,17,9622,4080
AS_Golaghat,18,7758,329
AS_Golaghat,19,11314,376
AS_Golaghat,20,5000,37
AS_Golaghat,21,5233,1056
AS_Golaghat,22,10104,3768
AS_Golaghat,23,43754,2255
AS_Golaghat,24,24629,3241
AS_Golaghat,25,16847,1041
AS_Golaghat,26,65306,7207
AS_Golaghat,27,56992,8371
AS_Golaghat,28,33201,6265
AS_Golaghat,29,95628,7958
AS_Golaghat,30,29641,21935
AS_Hailakandi,1,58,0
AS_Hailakandi,2,292,0
AS_Hailakandi,3,938,0
AS_Hailakandi,4,1578,46
AS_Hailakandi,5,184,78
AS_Hailakandi,6,1091,255
AS_Hailakandi,7,3033,379
AS_Hailakandi,8,2259,1258
